Reason Code,Reason Description,Asset Impact,Traffic,Due Date,Priority
TPWR,Traction power equipment showing slight deviation from standard; can be addressed in the coming days.,Medium,Medium,0,Urgent
SSIG,Signal equipment condition slightly below standard; can be addressed in the coming days.,Medium,Medium,3,Urgent
EOMT,Material train stopped unsafely on the running line due to a mechanical issue; immediate clearance required.,High,High,-2,Critical
ERRL,Critical rail defect identified during ultrasonic testing; immediate renewal necessary for safe operations.,High,Medium,-1,Critical
OTHR,Minor miscellaneous issue noted during inspection; can be addressed within the week.,Medium,Medium,4,Urgent
ERRL,Scheduled rail replacement under normal asset renewal programme.,Low,Medium,4,Moderate
TPWR,"OHE wire snapped near the station yard, posing immediate electrocution and traffic hazard; urgent power block required.",High,Medium,-2,Critical
EOMT,Material train movement scheduling conflict with regular traffic; can be resolved in the coming days.,Low,Medium,7,Moderate
ETMR,Track surface slightly uneven per latest patrol; can be addressed in the coming days.,Medium,Medium,2,Urgent
SREP,Standard signalling equipment check completed under regular maintenance.,Low,Medium,9,Moderate
SREP,Signalling equipment check completed under the regular maintenance cycle.,Low,Low,14,Normal
OTHR,General infrastructure fault reported requiring urgent attention to avoid disruption.,Medium,Medium,1,Urgent
TOHE,Routine OHE cleaning and inspection as per periodic schedule.,Medium,Low,5,Moderate
SREP,Standard signalling equipment check completed under regular maintenance.,Low,Low,14,Normal
ERRL,Rail segment renewed as part of the standard asset lifecycle programme.,Medium,Low,8,Moderate
ETMR,Track buckling reported due to extreme heat; immediate repair required for safe train passage.,Medium,Medium,-2,Critical
SREP,Signalling equipment fault at a key location is affecting safe train working; immediate repair required.,Medium,High,-3,Critical
TREP,Standard electrical equipment check completed under periodic maintenance.,Low,Low,14,Normal
STEL,Routine telecom equipment testing as per maintenance calendar.,Low,Low,4,Normal
ETMR,Slight track unevenness observed on routine patrol; repair can be planned within the week.,Low,High,5,Urgent
SSIG,Routine signal maintenance as per periodic inspection calendar.,Low,High,13,Moderate
EOMT,Material train derailment risk identified due to loose ballast on the approach; immediate clearance needed.,Medium,Low,-3,Urgent
TOHE,OHE contact wire severely worn and at risk of snapping; immediate maintenance necessary.,Medium,Low,-4,Urgent
SREP,Routine signalling equipment upkeep as per periodic schedule.,Medium,Low,9,Moderate
STEL,Complete communication link failure between control office and field staff; immediate restoration required.,High,Low,-1,Critical
TREP,Electrical equipment servicing logged as completed under the regular schedule.,Low,Medium,13,Normal
ERRL,Severe rail fracture detected on the running line; immediate replacement required to prevent derailment.,Medium,High,-5,Critical
SSIG,Standard signal equipment check completed with no issues found.,Medium,Medium,10,Moderate
ERRL,Rail section nearing renewal threshold as per condition monitoring; can be addressed in the coming days.,Low,Low,6,Moderate
TOHE,Minor OHE wear detected during inspection; maintenance can be planned within the week.,Low,High,5,Urgent
ETMR,Routine track patrol maintenance as per periodic schedule.,Medium,Medium,12,Moderate
SREP,Standard signalling equipment check completed under regular maintenance.,Medium,Medium,8,Moderate
OTHR,Minor miscellaneous issue noted during inspection; can be addressed within the week.,Low,Medium,0,Moderate
EOMT,Unsafe material train loading condition reported at the yard; immediate corrective action required.,Medium,High,0,Critical
TREP,Minor electrical fault noted during inspection; repair can be planned within the week.,Low,High,1,Urgent
ERRL,Severe rail fracture detected on the running line; immediate replacement required to prevent derailment.,High,High,-4,Critical
SSIG,Slight signal timing deviation observed; can be corrected within the week.,Low,High,5,Urgent
ETMW,Track machine performance slightly below standard; servicing can be planned within the week.,Medium,High,2,Urgent
ETMR,Track geometry failure detected posing an immediate derailment risk; urgent repair required.,High,Medium,-5,Critical
ETMW,Track machine showing repeated operational faults affecting maintenance output; needs prompt repair.,High,Medium,1,Critical
OTHR,General maintenance check completed under the regular schedule.,Low,High,6,Moderate
TOHE,Standard OHE upkeep carried out under regular maintenance programme.,Low,Low,4,Normal
EOMT,Material train unloading slightly behind schedule; can be resolved in the coming days.,Low,Low,3,Moderate
SREP,Routine signalling equipment upkeep as per periodic schedule.,Low,Medium,11,Normal
TOHE,Standard OHE upkeep carried out under regular maintenance programme.,Low,Low,11,Normal
ETMR,Track maintenance logged as completed under the regular upkeep cycle.,Medium,Medium,14,Moderate
ETMW,Sudden track machine failure mid-operation has blocked the line unsafely; urgent intervention needed to restore safe passage.,High,Medium,-3,Critical
TOHE,OHE conductor damage found posing an immediate safety hazard; urgent maintenance required.,Medium,High,-4,Critical
EOMT,Standard material train scheduling update for periodic track renewal work.,Medium,Medium,5,Moderate
ERRL,Rail crack found extending across the running surface; immediate replacement required to prevent failure.,High,Low,-2,Critical
TPWR,Traction power system fault has left the section without power supply; immediate restoration required.,Medium,Low,-4,Urgent
ERRL,Rail crack found extending across the running surface; immediate replacement required to prevent failure.,High,Low,-4,Critical
ETMW,Track machine logged as functioning normally during the latest periodic check.,Low,Low,9,Normal
ERRL,Rail section nearing renewal threshold as per condition monitoring; can be addressed in the coming days.,Medium,High,7,Urgent
ETMR,Track alignment fault found during inspection; urgent correction recommended.,High,High,1,Critical
ERRL,Moderate rail wear observed during routine inspection; renewal can be planned within the week.,Medium,Low,5,Moderate
STEL,Complete communication link failure between control office and field staff; immediate restoration required.,Medium,High,-1,Critical
STEL,Telecom equipment performance degradation noted; can be addressed in the coming days.,Medium,High,1,Urgent
TPWR,Traction power system logged as normal during the latest periodic check.,Medium,Low,13,Normal
ERRL,Routine rail renewal as part of periodic asset lifecycle replacement.,Low,Low,9,Normal
TOHE,OHE insulator failure causing sparking incidents; immediate maintenance required to avoid service disruption.,High,High,-5,Critical
TOHE,OHE inspection completed as part of the regular maintenance programme.,Low,Low,12,Normal
TOHE,Routine OHE cleaning and inspection as per periodic schedule.,Medium,Medium,13,Moderate
TPWR,Traction power system logged as normal during the latest periodic check.,Medium,Low,11,Normal
ERRL,Rail segment renewed as part of the standard asset lifecycle programme.,Low,Low,8,Normal
STEL,Total loss of telecom connectivity on the section disrupting coordination; immediate restoration necessary.,Medium,High,-1,Critical
OTHR,Minor miscellaneous issue noted during inspection; can be addressed within the week.,Low,High,5,Urgent
OTHR,Standard general maintenance check completed with no issues found.,Low,High,6,Moderate
SSIG,Signal aspect malfunction posing safety risk to train movement; immediate correction required.,High,Medium,-3,Critical
TREP,Routine electrical equipment servicing as per maintenance schedule.,Medium,Low,12,Normal
TPWR,Traction power system logged as normal during the latest periodic check.,Low,Low,14,Normal
SSIG,Standard signal equipment check completed with no issues found.,Medium,Low,14,Normal
TOHE,OHE alignment issue detected affecting current collection; urgent maintenance recommended.,Medium,High,1,Critical
ERRL,Rail segment renewed as part of the standard asset lifecycle programme.,Medium,High,4,Urgent
TREP,Electrical equipment showing performance degradation; can be addressed in the coming days.,Low,Low,7,Moderate
OTHR,Minor miscellaneous issue noted during inspection; can be addressed within the week.,Medium,High,1,Urgent
ETMR,Severe track misalignment detected posing derailment risk; immediate correction needed.,High,Medium,-1,Critical
ETMW,Track machine performance slightly below standard; servicing can be planned within the week.,Low,High,3,Urgent
TPWR,Traction power system fault has left the section without power supply; immediate restoration required.,High,Medium,-5,Critical
EOMT,Minor delay in material train unloading noted; can be adjusted within the week.,Low,High,0,Urgent
TREP,Electrical equipment showing minor performance dip; can be addressed in the coming days.,Medium,High,0,Urgent
SREP,Minor signalling equipment fault noted; repair can be planned within the week.,Medium,High,3,Urgent
STEL,Standard telecom equipment check completed under periodic maintenance.,Low,Medium,8,Moderate
SSIG,Signal equipment showing minor irregularities during routine check; can be addressed in the coming days.,Medium,High,1,Urgent
ERRL,Critical rail defect identified during ultrasonic testing; immediate renewal necessary for safe operations.,High,Medium,-4,Critical
STEL,Telecom equipment check completed under the regular maintenance schedule.,Low,Medium,14,Normal
TREP,Routine electrical equipment servicing as per maintenance schedule.,Low,Low,4,Normal
